ticker,date,direction,confidence,entry_price,stop_price,tp1,tp2,spread_cost_pct,slippage_pct,outcome,exit_price,r_multiple,hold_bars,set
NVDA,2021-11-12,BUY,20.4,30.4967,28.0843,33.3147,33.3147,0.03,0.0,TP2_HIT,33.3147,1.1681,6,train
NVDA,2021-11-19,BUY,20.0,33.473,30.2603,36.4555,36.4555,0.03,0.05,STOP_HIT,30.2603,-1.0,9,train
NVDA,2021-12-01,BUY,19.1,31.1613,28.8357,34.755,34.755,0.03,0.0,STOP_HIT,28.8357,-1.0,3,train
NVDA,2021-12-09,BUY,18.4,31.113,27.6965,34.0732,34.0732,0.03,0.05,STOP_HIT,27.6439,-1.0154,3,train
NVDA,2022-08-05,BUY,18.1,17.4879,17.7675,20.5465,20.5465,0.03,0.05,STOP_HIT,17.4739,-0.05,1,train
NVDA,2022-08-23,BUY,19.2,16.9898,15.921,18.7966,18.7966,0.03,0.0,STOP_HIT,15.921,-1.0,4,train
NVDA,2022-12-23,BUY,18.0,15.0626,14.0009,16.7754,16.7754,0.03,0.0,STOP_HIT,13.9123,-1.0834,2,train
NVDA,2023-01-03,BUY,18.3,14.5633,13.1545,15.8272,15.8272,0.03,0.05,TP2_HIT,15.8272,0.8971,4,train
NVDA,2023-01-10,BUY,18.4,15.836,14.7768,17.3795,17.3795,0.03,0.05,TP2_HIT,17.3795,1.4573,4,train
NVDA,2023-01-18,BUY,18.6,17.0317,16.2901,18.7835,18.7835,0.03,0.05,TP2_HIT,18.7835,2.3624,3,train
NVDA,2023-01-25,BUY,18.6,19.696,18.0525,20.9694,20.9694,0.03,0.05,TP2_HIT,20.9694,0.7749,5,train
NVDA,2023-02-01,BUY,18.3,20.9946,19.4579,22.8716,22.8716,0.03,0.05,TP2_HIT,22.8716,1.2214,6,train
NVDA,2023-02-08,BUY,18.1,22.6002,20.605,24.2837,24.2837,0.03,0.05,STOP_HIT,20.605,-1.0,8,train
NVDA,2023-02-17,BUY,18.0,20.9842,19.7231,23.5553,23.5553,0.03,0.0,TP2_HIT,23.5553,2.0388,3,train
NVDA,2023-02-27,BUY,18.4,23.366,21.7672,25.755,25.755,0.03,0.05,TP2_HIT,25.755,1.4941,14,train
NVDA,2023-03-08,BUY,18.7,24.1729,22.7136,26.0876,26.0876,0.03,0.05,STOP_HIT,22.7136,-1.0,2,train
NVDA,2023-03-16,BUY,18.8,25.9798,24.1181,27.3855,27.3855,0.03,0.05,TP2_HIT,27.3855,0.7551,4,train
NVDA,2023-03-23,BUY,19.0,27.0287,25.6055,29.2489,29.2489,0.03,0.05,EXPIRED,27.095,0.0466,20,train
NVDA,2023-03-31,BUY,19.4,27.5067,26.3479,29.6252,29.6252,0.03,0.05,STOP_HIT,26.3479,-1.0,8,train
NVDA,2023-04-11,BUY,20.2,27.3677,25.9493,28.7391,28.7391,0.03,0.05,TP2_HIT,28.7391,0.967,14,train
NVDA,2023-04-18,BUY,20.9,27.3587,26.5166,29.1438,29.1438,0.03,0.05,STOP_HIT,26.5166,-1.0,5,train
NVDA,2023-04-25,BUY,21.3,26.9862,25.0162,27.8199,27.8199,0.03,0.0,TP2_HIT,27.8199,0.4232,4,train
NVDA,2023-05-02,BUY,21.7,27.8376,26.9369,29.8493,29.8493,0.03,0.05,TP2_HIT,29.8493,2.2333,11,train
NVDA,2023-05-09,BUY,21.8,29.0025,27.2325,30.2967,30.2967,0.03,0.05,TP2_HIT,30.2967,0.7312,7,train
NVDA,2023-05-16,BUY,21.9,29.5815,27.9116,30.8879,30.8879,0.03,0.05,TP2_HIT,30.8879,0.7824,2,train
NVDA,2023-05-23,BUY,22.2,30.1923,29.3524,32.4055,32.4055,0.03,0.0,TP2_HIT,32.4055,2.6349,2,train
NVDA,2023-05-31,BUY,21.8,38.4665,35.1139,41.3826,41.3826,0.03,0.0,TP2_HIT,41.3826,0.8698,10,train
NVDA,2023-06-08,BUY,21.6,39.0182,35.457,42.5105,42.5105,0.03,0.0,TP2_HIT,42.5105,0.9806,4,train
NVDA,2023-06-15,BUY,21.4,43.4508,40.1063,45.9709,45.9709,0.03,0.05,STOP_HIT,40.1063,-1.0,6,train
NVDA,2023-06-23,BUY,21.4,42.4406,40.1367,44.8952,44.8952,0.03,0.0,STOP_HIT,40.1367,-1.0,1,train
NVDA,2023-07-12,BUY,21.2,44.5188,41.9731,46.3939,46.3939,0.03,0.05,TP2_HIT,46.3939,0.7365,2,train
NVDA,2023-07-19,BUY,21.0,46.5078,44.9275,49.8572,49.8572,0.03,0.05,STOP_HIT,44.9275,-1.0,2,train
NVDA,2023-07-26,BUY,20.8,46.5199,43.0504,48.5713,48.5713,0.03,0.05,STOP_HIT,43.0504,-1.0,10,train
NVDA,2023-08-02,BUY,20.8,43.7789,41.7677,47.5234,47.5234,0.03,0.0,STOP_HIT,41.7184,-1.0245,7,train
NVDA,2023-08-10,BUY,21.1,41.7309,40.1148,45.3417,45.3417,0.03,0.0,TP2_HIT,45.3417,2.2342,7,train
NVDA,2023-08-17,BUY,21.0,42.6145,40.8567,46.5815,46.5815,0.03,0.0,TP2_HIT,46.5815,2.2568,2,train
NVDA,2023-08-24,BUY,20.5,47.0129,43.9772,51.3247,51.3247,0.03,0.05,STOP_HIT,43.9772,-1.0,15,train
NVDA,2023-08-31,BUY,20.3,49.7629,46.0075,53.7284,53.7284,0.03,0.05,STOP_HIT,45.4932,-1.1369,4,train
NVDA,2023-09-08,BUY,20.4,46.1296,42.3845,49.7476,49.7476,0.03,0.0,STOP_HIT,42.3845,-1.0,6,train
